kind	df_label	n	k_extremes	magnitude	scenario	alpha	repetitions	n_perm	reject_count	rejection_rate	wilson_low	wilson_high	mean_norm	mean_corr	mean_index_overlap	mean_p	p05	p50	p95
l1	t4	80	1	4.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7995	-0.0094	0.0167	0.5167	0.06	0.485	0.9537
l1	t4	80	1	6.0	matched	0.05	120	299	93	0.775	0.6924	0.8405	0.8485	0.3374	1.0	0.032	0.0033	0.0233	0.0837
l1	t4	80	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7657	0.0008	0.0167	0.4882	0.0562	0.4933	0.9303
l1	t4	80	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8659	0.4984	1.0	0.0144	0.0033	0.01	0.0368
l1	t4	80	1	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7221	0.0037	0.0333	0.4928	0.0433	0.465	0.9237
l1	t4	80	2	4.0	matched	0.05	120	299	71	0.5917	0.5022	0.6754	0.8536	0.2439	2.0	0.064	0.0033	0.0367	0.2202
l1	t4	80	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.8061	0.0107	0.05	0.4821	0.0498	0.5133	0.9167
l1	t4	80	2	6.0	matched	0.05	120	299	116	0.9667	0.9174	0.987	0.8722	0.4819	2.0	0.0097	0.0033	0.0033	0.0368
l1	t4	80	2	6.0	independent_null	0.05	120	299	0	0.0	-0.0	0.031	0.7486	-0.0045	0.0417	0.4992	0.0962	0.4967	0.9367
l1	t4	80	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8977	0.6541	2.0	0.004	0.0033	0.0033	0.0068
l1	t4	80	2	8.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.692	-0.0035	0.0333	0.5152	0.06	0.5517	0.9668
l1	t4	80	3	4.0	matched	0.05	120	299	97	0.8083	0.7288	0.8688	0.872	0.3223	3.0	0.0309	0.0033	0.01	0.137
l1	t4	80	3	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.8029	-0.0006	0.1167	0.5032	0.0893	0.5233	0.9002
l1	t4	80	3	6.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.896	0.5841	3.0	0.0048	0.0033	0.0033	0.0102
l1	t4	80	3	6.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.7463	-0.0073	0.1167	0.5137	0.0763	0.5233	0.9168
l1	t4	80	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9178	0.728	3.0	0.0034	0.0033	0.0033	0.0033
l1	t4	80	3	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.6792	0.0075	0.1083	0.4917	0.0397	0.4917	0.9603
l1	t4	160	1	4.0	matched	0.05	120	299	20	0.1667	0.1106	0.2435	0.8138	0.0746	1.0	0.2488	0.0132	0.2017	0.6142
l1	t4	160	1	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7969	0.0024	0.0	0.4928	0.0463	0.4983	0.9703
l1	t4	160	1	6.0	matched	0.05	120	299	72	0.6	0.5106	0.6832	0.8183	0.1848	1.0	0.0541	0.0033	0.0367	0.1438
l1	t4	160	1	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7783	-0.0044	0.0	0.5104	0.0765	0.5033	0.944
l1	t4	160	1	8.0	matched	0.05	120	299	117	0.975	0.9291	0.9915	0.8334	0.3339	1.0	0.0129	0.0033	0.01	0.0433
l1	t4	160	1	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7528	-0.0055	0.0	0.5271	0.0498	0.56	0.9337
l1	t4	160	2	4.0	matched	0.05	120	299	46	0.3833	0.3012	0.4727	0.8268	0.1336	2.0	0.1188	0.0033	0.06	0.3642
l1	t4	160	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7954	0.0005	0.0333	0.5032	0.0648	0.4817	0.941
l1	t4	160	2	6.0	matched	0.05	120	299	117	0.975	0.9291	0.9915	0.8453	0.3346	2.0	0.0096	0.0033	0.0033	0.0338
l1	t4	160	2	6.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7602	-0.0104	0.0083	0.5312	0.0933	0.5333	0.9867
l1	t4	160	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8532	0.4696	2.0	0.0046	0.0033	0.0033	0.01
l1	t4	160	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7205	-0.0023	0.025	0.5236	0.0632	0.5517	0.9468
l1	t4	160	3	4.0	matched	0.05	120	299	77	0.6417	0.5527	0.7218	0.8353	0.1861	3.0	0.0509	0.0033	0.0317	0.1568
l1	t4	160	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7943	-0.0047	0.025	0.5119	0.0798	0.4917	0.9703
l1	t4	160	3	6.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.8544	0.4051	3.0	0.0055	0.0033	0.0033	0.0133
l1	t4	160	3	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7579	0.0015	0.05	0.4926	0.0617	0.4583	0.9168
l1	t4	160	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8808	0.5908	3.0	0.0035	0.0033	0.0033	0.0033
l1	t4	160	3	8.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.6968	-0.0137	0.0167	0.5412	0.1323	0.53	0.9735
l1	t3	40	1	4.0	matched	0.05	120	299	26	0.2167	0.1524	0.2985	0.8371	0.1977	1.0	0.1758	0.01	0.1383	0.4835
l1	t3	40	1	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7936	0.004	0.0167	0.496	0.0558	0.4983	0.9233
l1	t3	40	1	6.0	matched	0.05	120	299	75	0.625	0.5358	0.7065	0.8546	0.4163	1.0	0.0519	0.0033	0.0367	0.1347
l1	t3	40	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7497	0.0158	0.0	0.4821	0.0488	0.45	0.9768
l1	t3	40	1	8.0	matched	0.05	120	299	105	0.875	0.804	0.9228	0.8787	0.5782	1.0	0.0269	0.0033	0.0167	0.0868
l1	t3	40	1	8.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.7072	0.0142	0.0417	0.5046	0.0397	0.5333	0.95
l1	t3	40	2	4.0	matched	0.05	120	299	45	0.375	0.2935	0.4642	0.8491	0.2602	2.0	0.1256	0.0033	0.0917	0.3702
l1	t3	40	2	4.0	independent_null	0.05	120	299	11	0.0917	0.052	0.1567	0.8014	0.0285	0.1083	0.4762	0.02	0.47	0.9572
l1	t3	40	2	6.0	matched	0.05	120	299	98	0.8167	0.738	0.8757	0.8877	0.5391	2.0	0.026	0.0033	0.0067	0.0842
l1	t3	40	2	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7485	0.0056	0.0917	0.4912	0.0498	0.5317	0.95
l1	t3	40	2	8.0	matched	0.05	120	299	113	0.9417	0.8845	0.9715	0.9142	0.7003	2.0	0.0096	0.0033	0.0033	0.0502
l1	t3	40	2	8.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.6924	0.02	0.1583	0.4589	0.04	0.4133	0.907
l1	t3	40	3	4.0	matched	0.05	120	299	71	0.5917	0.5022	0.6754	0.8878	0.3687	3.0	0.0679	0.0033	0.035	0.267
l1	t3	40	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8087	-0.0272	0.2167	0.5476	0.083	0.5433	0.9467
l1	t3	40	3	6.0	matched	0.05	120	299	108	0.9	0.8333	0.9419	0.9118	0.6104	3.0	0.0162	0.0033	0.0033	0.0872
l1	t3	40	3	6.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.748	-0.019	0.2167	0.5341	0.0765	0.55	0.9568
l1	t3	40	3	8.0	matched	0.05	120	299	114	0.95	0.8952	0.9769	0.9302	0.7419	3.0	0.0087	0.0033	0.0033	0.035
l1	t3	40	3	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6961	-0.0167	0.1833	0.5232	0.0992	0.5383	0.9468
l1	t3	80	1	4.0	matched	0.05	120	299	18	0.15	0.097	0.2247	0.7917	0.0897	1.0	0.2776	0.0165	0.2583	0.7203
l1	t3	80	1	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7746	-0.0028	0.0083	0.5126	0.0563	0.5117	0.957
l1	t3	80	1	6.0	matched	0.05	120	299	60	0.5	0.4119	0.5881	0.807	0.2344	1.0	0.0773	0.0067	0.0483	0.2242
l1	t3	80	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7513	0.0001	0.0167	0.4936	0.0498	0.5133	0.9073
l1	t3	80	1	8.0	matched	0.05	120	299	96	0.8	0.7196	0.8618	0.8061	0.3521	1.0	0.0323	0.0033	0.02	0.1
l1	t3	80	1	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7112	0.0045	0.025	0.4807	0.0533	0.46	0.9572
l1	t3	80	2	4.0	matched	0.05	120	299	35	0.2917	0.2178	0.3784	0.8132	0.1626	2.0	0.1574	0.0033	0.105	0.4493
l1	t3	80	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7773	0.0036	0.025	0.4873	0.0498	0.4983	0.9138
l1	t3	80	2	6.0	matched	0.05	120	299	95	0.7917	0.7105	0.8547	0.8344	0.3618	2.0	0.0284	0.0033	0.01	0.1105
l1	t3	80	2	6.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.7429	0.0044	0.0583	0.4893	0.0567	0.505	0.9367
l1	t3	80	2	8.0	matched	0.05	120	299	114	0.95	0.8952	0.9769	0.8564	0.5337	2.0	0.0109	0.0033	0.0033	0.047
l1	t3	80	2	8.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.6842	-0.0133	0.0083	0.538	0.0598	0.5817	0.9507
l1	t3	80	3	4.0	matched	0.05	120	299	47	0.3917	0.309	0.4811	0.8154	0.1852	3.0	0.1218	0.0065	0.0833	0.3592
l1	t3	80	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7742	-0.012	0.05	0.5284	0.0793	0.525	0.9442
l1	t3	80	3	6.0	matched	0.05	120	299	112	0.9333	0.8739	0.9658	0.8529	0.4322	3.0	0.0182	0.0033	0.0033	0.081
l1	t3	80	3	6.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.7391	-0.0004	0.0917	0.5243	0.0333	0.5367	0.947
l1	t3	80	3	8.0	matched	0.05	120	299	117	0.975	0.9291	0.9915	0.8735	0.5945	3.0	0.0072	0.0033	0.0033	0.0267
l1	t3	80	3	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6802	-0.0135	0.0583	0.5241	0.0565	0.515	0.9435
l1	t3	160	1	4.0	matched	0.05	120	299	8	0.0667	0.0342	0.1261	0.7683	0.042	1.0	0.3203	0.033	0.2667	0.751
l1	t3	160	1	4.0	independent_null	0.05	120	299	1	0.0083	0.0015	0.0457	0.7648	-0.0017	0.0083	0.4825	0.1195	0.4867	0.9475
l1	t3	160	1	6.0	matched	0.05	120	299	34	0.2833	0.2104	0.3697	0.7663	0.1086	1.0	0.1383	0.0132	0.1067	0.3653
l1	t3	160	1	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7407	0.002	0.0	0.5027	0.0817	0.5	0.9568
l1	t3	160	1	8.0	matched	0.05	120	299	91	0.7583	0.6745	0.8261	0.7827	0.2312	1.0	0.0378	0.0033	0.02	0.1145
l1	t3	160	1	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7169	-0.0014	0.0	0.5153	0.0662	0.505	0.9405
l1	t3	160	2	4.0	matched	0.05	120	299	19	0.1583	0.1038	0.2341	0.7626	0.0749	2.0	0.2307	0.0133	0.2067	0.5518
l1	t3	160	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7546	0.0118	0.0333	0.4582	0.056	0.445	0.9378
l1	t3	160	2	6.0	matched	0.05	120	299	79	0.6583	0.5697	0.7371	0.7805	0.2002	2.0	0.0458	0.0033	0.0267	0.14
l1	t3	160	2	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7306	-0.0116	0.0333	0.5449	0.1055	0.5583	0.9402
l1	t3	160	2	8.0	matched	0.05	120	299	111	0.925	0.8636	0.96	0.7979	0.3328	2.0	0.0161	0.0033	0.0067	0.0567
l1	t3	160	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7057	0.0071	0.0417	0.4711	0.05	0.4483	0.9068
l1	t3	160	3	4.0	matched	0.05	120	299	38	0.3167	0.2402	0.4045	0.7844	0.1098	3.0	0.1524	0.0033	0.105	0.418
l1	t3	160	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7577	0.0045	0.0417	0.4696	0.0598	0.4367	0.9412
l1	t3	160	3	6.0	matched	0.05	120	299	106	0.8833	0.8137	0.9292	0.8175	0.296	3.0	0.018	0.0033	0.0067	0.067
l1	t3	160	3	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7333	-0.0042	0.0333	0.5082	0.0865	0.4867	0.9602
l1	t3	160	3	8.0	matched	0.05	120	299	118	0.9833	0.9413	0.9954	0.835	0.4549	3.0	0.0064	0.0033	0.0033	0.0202
l1	t3	160	3	8.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.6858	-0.0055	0.0333	0.5061	0.1027	0.495	0.9508
l1	t2.5	40	1	4.0	matched	0.05	120	299	14	0.1167	0.0708	0.1863	0.803	0.1304	1.0	0.2556	0.0098	0.1917	0.7472
l1	t2.5	40	1	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7706	0.0071	0.0083	0.4863	0.0558	0.465	0.9233
l1	t2.5	40	1	6.0	matched	0.05	120	299	54	0.45	0.3639	0.5392	0.8108	0.314	1.0	0.1082	0.0033	0.0633	0.3575
l1	t2.5	40	1	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.735	-0.0026	0.025	0.4944	0.0598	0.5017	0.9435
l1	t2.5	40	1	8.0	matched	0.05	120	299	84	0.7	0.6128	0.7747	0.844	0.4841	1.0	0.0416	0.0033	0.0233	0.1317
l1	t2.5	40	1	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.6937	0.0149	0.05	0.4772	0.0433	0.49	0.9402
l1	t2.5	40	2	4.0	matched	0.05	120	299	30	0.25	0.1811	0.3344	0.8223	0.1952	2.0	0.1882	0.0067	0.14	0.5052
l1	t2.5	40	2	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7846	0.0063	0.075	0.4908	0.0628	0.47	0.9468
l1	t2.5	40	2	6.0	matched	0.05	120	299	76	0.6333	0.5442	0.7142	0.8472	0.4334	2.0	0.0498	0.0033	0.0183	0.1767
l1	t2.5	40	2	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7357	-0.0141	0.1083	0.5241	0.059	0.5367	0.9202
l1	t2.5	40	2	8.0	matched	0.05	120	299	98	0.8167	0.738	0.8757	0.8684	0.5685	2.0	0.0256	0.0033	0.0067	0.1008
l1	t2.5	40	2	8.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.7004	0.0187	0.1583	0.4699	0.0295	0.4317	0.9633
l1	t2.5	40	3	4.0	matched	0.05	120	299	48	0.4	0.3168	0.4894	0.8546	0.268	3.0	0.1341	0.0033	0.0833	0.4343
l1	t2.5	40	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7993	0.01	0.2333	0.4709	0.0667	0.45	0.9602
l1	t2.5	40	3	6.0	matched	0.05	120	299	94	0.7833	0.7015	0.8476	0.8849	0.5107	3.0	0.0347	0.0033	0.0067	0.1603
l1	t2.5	40	3	6.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7507	-0.0211	0.2417	0.5384	0.0932	0.5767	0.9535
l1	t2.5	40	3	8.0	matched	0.05	120	299	106	0.8833	0.8137	0.9292	0.8991	0.6356	3.0	0.0163	0.0033	0.0033	0.1068
l1	t2.5	40	3	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7053	0.0025	0.2583	0.487	0.0497	0.4883	0.9045
l1	t2.5	80	1	4.0	matched	0.05	120	299	11	0.0917	0.052	0.1567	0.7462	0.05	1.0	0.3475	0.0367	0.3417	0.7842
l1	t2.5	80	1	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7195	0.0049	0.025	0.4937	0.0297	0.4283	0.95
l1	t2.5	80	1	6.0	matched	0.05	120	299	32	0.2667	0.1957	0.3521	0.7738	0.1717	1.0	0.1271	0.013	0.1	0.3668
l1	t2.5	80	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7116	-0.02	0.025	0.558	0.0752	0.6033	0.9473
l1	t2.5	80	1	8.0	matched	0.05	120	299	86	0.7167	0.6303	0.7896	0.7875	0.306	1.0	0.0502	0.0067	0.0283	0.1603
l1	t2.5	80	1	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6917	-0.0017	0.0083	0.5175	0.053	0.55	0.9568
l1	t2.5	80	2	4.0	matched	0.05	120	299	17	0.1417	0.0904	0.2152	0.7766	0.1099	2.0	0.2174	0.0132	0.17	0.5868
l1	t2.5	80	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7461	0.0112	0.05	0.473	0.0463	0.5117	0.904
l1	t2.5	80	2	6.0	matched	0.05	120	299	68	0.5667	0.4773	0.6519	0.7935	0.2679	2.0	0.0633	0.0033	0.04	0.2167
l1	t2.5	80	2	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7154	-0.0043	0.0667	0.529	0.0495	0.5533	0.967
l1	t2.5	80	2	8.0	matched	0.05	120	299	102	0.85	0.7753	0.903	0.8176	0.4315	2.0	0.0223	0.0033	0.0067	0.0967
l1	t2.5	80	2	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6774	-0.0064	0.05	0.5118	0.0667	0.53	0.944
l1	t2.5	80	3	4.0	matched	0.05	120	299	30	0.25	0.1811	0.3344	0.7883	0.1442	3.0	0.1624	0.0065	0.1233	0.4568
l1	t2.5	80	3	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7466	-0.011	0.1333	0.5257	0.0562	0.5433	0.9338
l1	t2.5	80	3	6.0	matched	0.05	120	299	89	0.7417	0.6567	0.8116	0.8202	0.3551	3.0	0.0351	0.0033	0.01	0.1637
l1	t2.5	80	3	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7214	-0.0018	0.1417	0.4992	0.0598	0.49	0.9372
l1	t2.5	80	3	8.0	matched	0.05	120	299	103	0.8583	0.7848	0.9096	0.8344	0.4958	3.0	0.0194	0.0033	0.0033	0.0917
l1	t2.5	80	3	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6788	-0.0081	0.1	0.5234	0.0693	0.51	0.9335
l1	t2.5	160	1	4.0	matched	0.05	120	299	9	0.075	0.04	0.1364	0.7163	0.0229	1.0	0.4159	0.0392	0.4383	0.8577
l1	t2.5	160	1	4.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.7023	0.0048	0.025	0.4944	0.0458	0.485	0.9507
l1	t2.5	160	1	6.0	matched	0.05	120	299	24	0.2	0.1382	0.2804	0.7191	0.0798	1.0	0.2035	0.0132	0.1767	0.497
l1	t2.5	160	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7096	-0.0034	0.0	0.5102	0.075	0.4883	0.94
l1	t2.5	160	1	8.0	matched	0.05	120	299	49	0.4083	0.3246	0.4978	0.7171	0.1405	1.0	0.1019	0.0067	0.0633	0.3133
l1	t2.5	160	1	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6687	0.0022	0.0167	0.4866	0.066	0.4617	0.9668
l1	t2.5	160	2	4.0	matched	0.05	120	299	9	0.075	0.04	0.1364	0.6959	0.0272	2.0	0.388	0.0295	0.39	0.7472
l1	t2.5	160	2	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.711	0.0076	0.0167	0.4765	0.0532	0.475	0.9137
l1	t2.5	160	2	6.0	matched	0.05	120	299	47	0.3917	0.309	0.4811	0.7457	0.1507	2.0	0.0995	0.0033	0.0667	0.2907
l1	t2.5	160	2	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6937	0.0178	0.0083	0.4434	0.0465	0.4217	0.9182
l1	t2.5	160	2	8.0	matched	0.05	120	299	96	0.8	0.7196	0.8618	0.7518	0.2477	2.0	0.0333	0.0033	0.0167	0.1242
l1	t2.5	160	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6787	0.0002	0.0083	0.4943	0.0532	0.4833	0.96
l1	t2.5	160	3	4.0	matched	0.05	120	299	13	0.1083	0.0644	0.1766	0.719	0.0627	3.0	0.2551	0.0232	0.2017	0.6063
l1	t2.5	160	3	4.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.7208	0.0093	0.0917	0.476	0.0232	0.48	0.9212
l1	t2.5	160	3	6.0	matched	0.05	120	299	75	0.625	0.5358	0.7065	0.7572	0.1932	3.0	0.0584	0.0033	0.0267	0.2068
l1	t2.5	160	3	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6953	0.0002	0.0667	0.49	0.0533	0.4767	0.9267
l1	t2.5	160	3	8.0	matched	0.05	120	299	107	0.8917	0.8234	0.9356	0.7721	0.3161	3.0	0.0178	0.0033	0.0067	0.0602
l1	t2.5	160	3	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.664	-0.0061	0.05	0.5202	0.0433	0.535	0.9707
l1	t2.2	40	1	4.0	matched	0.05	120	299	11	0.0917	0.052	0.1567	0.759	0.0786	1.0	0.3182	0.0232	0.3	0.7068
l1	t2.2	40	1	4.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.7492	0.0257	0.0333	0.4491	0.0433	0.445	0.9337
l1	t2.2	40	1	6.0	matched	0.05	120	299	37	0.3083	0.2327	0.3958	0.7921	0.2616	1.0	0.127	0.0067	0.0983	0.342
l1	t2.2	40	1	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7129	-0.0158	0.0083	0.5231	0.0755	0.5333	0.9635
l1	t2.2	40	1	8.0	matched	0.05	120	299	75	0.625	0.5358	0.7065	0.8154	0.4048	1.0	0.0622	0.0033	0.0333	0.2105
l1	t2.2	40	1	8.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.677	-0.0308	0.0167	0.5606	0.1065	0.5733	0.9603
l1	t2.2	40	2	4.0	matched	0.05	120	299	20	0.1667	0.1106	0.2435	0.7827	0.1371	2.0	0.2458	0.0132	0.2017	0.6327
l1	t2.2	40	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7622	0.004	0.0833	0.5001	0.0495	0.5117	0.9237
l1	t2.2	40	2	6.0	matched	0.05	120	299	69	0.575	0.4856	0.6598	0.837	0.3785	2.0	0.0724	0.0033	0.0283	0.3333
l1	t2.2	40	2	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7262	0.0034	0.1083	0.4976	0.0632	0.4833	0.9402
l1	t2.2	40	2	8.0	matched	0.05	120	299	98	0.8167	0.738	0.8757	0.8648	0.5338	2.0	0.0256	0.0033	0.0067	0.1138
l1	t2.2	40	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7038	0.0214	0.1333	0.4684	0.0563	0.4583	0.9437
l1	t2.2	40	3	4.0	matched	0.05	120	299	31	0.2583	0.1884	0.3433	0.8189	0.1827	3.0	0.2036	0.0065	0.1583	0.5467
l1	t2.2	40	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7865	-0.0176	0.1917	0.5298	0.0758	0.5067	0.9735
l1	t2.2	40	3	6.0	matched	0.05	120	299	84	0.7	0.6128	0.7747	0.8589	0.4318	3.0	0.0538	0.0033	0.0133	0.2302
l1	t2.2	40	3	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7582	0.0065	0.1583	0.4883	0.0498	0.4883	0.9467
l1	t2.2	40	3	8.0	matched	0.05	120	299	100	0.8333	0.7565	0.8894	0.8811	0.5815	3.0	0.0254	0.0033	0.0033	0.1272
l1	t2.2	40	3	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7105	0.0048	0.25	0.4873	0.0433	0.465	0.9272
l1	t2.2	80	1	4.0	matched	0.05	120	299	8	0.0667	0.0342	0.1261	0.7147	0.0487	1.0	0.3489	0.0393	0.315	0.7328
l1	t2.2	80	1	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6859	-0.0095	0.025	0.5115	0.0533	0.505	0.9535
l1	t2.2	80	1	6.0	matched	0.05	120	299	17	0.1417	0.0904	0.2152	0.7171	0.0992	1.0	0.2218	0.0198	0.195	0.5672
l1	t2.2	80	1	6.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.694	0.0112	0.0083	0.4816	0.0395	0.4967	0.9533
l1	t2.2	80	1	8.0	matched	0.05	120	299	54	0.45	0.3639	0.5392	0.7434	0.2294	1.0	0.0898	0.0065	0.0567	0.2735
l1	t2.2	80	1	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6613	0.0054	0.025	0.4877	0.0667	0.4367	0.9333
l1	t2.2	80	2	4.0	matched	0.05	120	299	15	0.125	0.0772	0.196	0.7286	0.0746	2.0	0.297	0.02	0.2683	0.7048
l1	t2.2	80	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7147	0.0098	0.0333	0.4789	0.0528	0.455	0.9467
l1	t2.2	80	2	6.0	matched	0.05	120	299	44	0.3667	0.2858	0.4558	0.7517	0.1942	2.0	0.1162	0.0065	0.0733	0.3415
l1	t2.2	80	2	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7002	0.0136	0.0333	0.4582	0.0628	0.445	0.9442
l1	t2.2	80	2	8.0	matched	0.05	120	299	88	0.7333	0.6479	0.8043	0.7795	0.3483	2.0	0.0354	0.0033	0.0133	0.1303
l1	t2.2	80	2	8.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.6666	-0.0119	0.0333	0.5197	0.0962	0.5033	0.9402
l1	t2.2	80	3	4.0	matched	0.05	120	299	14	0.1167	0.0708	0.1863	0.7458	0.0923	3.0	0.2462	0.0233	0.2067	0.6117
l1	t2.2	80	3	4.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.7163	0.017	0.15	0.4758	0.0263	0.4783	0.9537
l1	t2.2	80	3	6.0	matched	0.05	120	299	61	0.5083	0.42	0.5961	0.7751	0.2644	3.0	0.0858	0.0033	0.0467	0.3005
l1	t2.2	80	3	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6822	-0.0123	0.075	0.5217	0.073	0.535	0.9635
l1	t2.2	80	3	8.0	matched	0.05	120	299	99	0.825	0.7472	0.8826	0.8135	0.4225	3.0	0.0255	0.0033	0.0067	0.1267
l1	t2.2	80	3	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6617	-0.0185	0.0917	0.5563	0.0787	0.5883	0.951
l1	t2.2	160	1	4.0	matched	0.05	120	299	9	0.075	0.04	0.1364	0.6714	0.0164	1.0	0.4402	0.0267	0.42	0.9237
